"","processo","digital","situacao","cd_processo","v1","area","assunto","classe","distribuicao","orgao_julgador","origem","outros_numeros","processo_principal","recurso","relator","revisor","secao","ultima_carga","valor_da_acao","volume_apenso"
"49","00010498720158260572",FALSE,"Encerrado","RI005A4DM0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 10ª Câmara de Direito Privado
","Comarca de São Joaquim da Barra / Foro de São Joaquim da Barra / 1ª Vara","
                            
                            
                                    333/2015
                            
                        ",NA,NA,"MÁRCIO BOSCARO",NA," Direito Privado 1
","
                            Origem: Serviço de Processamento de Grupos/Câmaras / 10ª Câmara de Direito Privado.Remessa: 22/03/2022
                            Destino: Foro / Fórum de São Joaquim da Barra.Recebimento: 22/03/2022 
                        ","250.000,00","3 / 0"
"50","00011022720128260070",FALSE,NA,"RI005PIZW0000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","00011022720128260070",FALSE,NA,"RI005PIZW0000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","00011844720138260224",FALSE,"Encerrado","RI0052BD70000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 9ª Câmara de Direito Privado
","Comarca de Guarulhos / Foro de Guarulhos / 5ª. Vara Cível","
                            
                            
                                    95/2013
                            
                        ",NA,NA,"JOSÉ APARÍCIO COELHO PRADO NETO",NA," Direito Privado 1
","
                            Origem: Serviço de Processamento de Grupos/Câmaras / 9ª Câmara de Direito Privado.Remessa: 18/09/2020
                            Destino: Foro / Fórum de Guarulhos.Recebimento: 18/09/2020 
                        ","71.000,00","4 / 0"
"53","00011844720138260224",FALSE,NA,"RI006ZZHW0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 9ª Câmara de Direito Privado
","Comarca de Guarulhos / Foro de Guarulhos / 5ª. Vara Cível","
                            
                            
                                    95/2013
                            
                        ",NA,NA,"WILSON LISBOA RIBEIRO",NA," Direito Privado 1
","
                            Origem: Serviço de Processamento de Grupos/Câmaras / 9ª Câmara de Direito Privado.Remessa: 09/09/2022
                            Destino: Gabinete do Desembargador / Wilson Lisboa Ribeiro.Recebimento: 12/09/2022 
                        ","71.000,00","4 / 0"
"54","00011955520148260252",FALSE,NA,"RI005IP330000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","00011955520148260252",FALSE,NA,"RI005IP330000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","00011982020108260294",FALSE,"Encerrado","RI003WNF60000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 8ª Câmara de Direito Privado
","Comarca de Jacupiranga / Foro de Jacupiranga / 2ª Vara","
                            
                            
                                    273/2010
                            
                        ",NA,NA,"MÔNICA DE CARVALHO",NA," Direito Privado 1
","
                            Origem: Serviço de Processamento de Grupos/Câmaras / SJ 3.1.4.2 - Serv. de Proces. da 8ª Câmara de Dir. Privado.Remessa: 11/01/2021
                            Destino: Foro / Fórum de Jacupiranga.Recebimento: 11/01/2021 
                        ","100.000,00","2 / 0"
"57","00012285920048260296",FALSE,"Encerrado","RI00362WP0000",NA,"Cível","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO-Responsabilidade da Administração-Indenização por Dano Material-Erro Médico"," Apelação Cível
",NA," 4ª Câmara de Direito Público
","Comarca de Jaguariúna / Foro de Jaguariúna / 1ª Vara Cível","
                            
                            
                                    1242/2004, 2425/2005
                            
                        ",NA,NA,"RICARDO FEITOSA",NA," Direito Público
","
                            Origem: Serviço de Processamento de Grupos/Câmaras / 4ª Câmara de Direito Público.Remessa: 31/05/2022
                            Destino: Foro / Fórum de Jaguariúna.Recebimento: 31/05/2022 
                        ","659.376,64","5 / 1"
"58","00012677820088260405",FALSE,"Encerrado","RI0069JNB0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 5ª Câmara de Direito Privado
","Comarca de Osasco / Foro de Osasco / 1ª Vara Cível","
                            
                            
                                    59/2008
                            
                        ",NA,NA,"FERNANDA GOMES CAMACHO",NA," Direito Privado 1
","
                            Origem: Serviço de Processamento de Grupos/Câmaras / 5ª Câmara de Direito Privado.Remessa: 27/09/2021
                            Destino: Foro / Fórum de Osasco.Recebimento: 27/09/2021 
                        ","11.500,00","2 / 0"
"59","00013048620158260526",FALSE,"Encerrado","RI005OHJ10000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 9ª Câmara de Direito Privado
","Comarca de Salto / Foro de Salto / 1ª Vara","
                            
                            
                                    119/2015
                            
                        ",NA,NA,"JOSÉ APARÍCIO COELHO PRADO NETO",NA," Direito Privado 1
","
                            Origem: Serviço de Processamento de Recursos / SJ 3.1.7 - Serv. de Proces. Rec. aos Trib. Sup. Dir. Privado 1.Remessa: 09/02/2023
                            Destino: Foro / Fórum de Salto.Recebimento: 09/02/2023 
                        ","555.540,00","3 / 0"
"60","00013222520148260306",FALSE,"Encerrado","RI005E51A0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 7ª Câmara de Direito Privado
","Comarca de José Bonifácio / Foro de José Bonifácio / 2ª Vara","
                            
                            
                                    457/2014
                            
                        ",NA,NA,"LUIZ ANTONIO COSTA",NA," Direito Privado 1
","
                            Origem: Serviço de Processamento de Grupos/Câmaras / 7ª Câmara de Direito Privado.Remessa: 13/01/2021
                            Destino: Foro / Fórum de José Bonifácio.Recebimento: 13/01/2021 
                        ","72.400,00","3 / 0"
"61","00013285020088260271",FALSE,"Julgado Transitado","RI006HT4D0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 1ª Câmara de Direito Privado
","Comarca de Itapevi / Foro de Itapevi / 2ª Vara Cível","
                            
                            
                                    0000867-24.2021.8.26.0271, 271.01.2008.001328
                            
                        ",NA,NA,"LUIZ ANTONIO DE GODOY",NA," Direito Privado 1
","
                            Origem: Serviço de Processamento de Grupos/Câmaras / SJ 3.1.1.1 - Serv. de Proces. da 1ª Câmara de Dir. Privado.Remessa: 19/11/2021
                            Destino: Foro / Fórum de Itapevi.Recebimento: 19/11/2021 
                        ","7.500,00","2 / 0"
"62","00014215520148260383",FALSE,NA,"RI006KOOJ0000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","00014215520148260383",FALSE,NA,"RI006KOOJ0000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","00014775420138260341",FALSE,"Encerrado","RI004KN6Q0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 8ª Câmara de Direito Privado
","Comarca de Assis / Foro de Assis / 2ª Vara Cível","
                            
                            
                                    0000876-14.2014.8.26.0341, 0000879-66.2014.8.26.0341, 1228/2016, 0001477-54.2013.8.26.0341
                            
                        ",NA,NA,"BENEDITO ANTONIO OKUNO",NA," Direito Privado 1
","
                            Origem: Serviço de Processamento de Grupos/Câmaras / SJ 3.1.4.2 - Serv. de Proces. da 8ª Câmara de Dir. Privado.Remessa: 11/01/2021
                            Destino: Foro / Fórum de Assis.Recebimento: 11/01/2021 
                        ","50.000,00","2 / 2"
"65","00015172020148260238",FALSE,NA,"RI006SLUT0000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","00015172020148260238",FALSE,NA,"RI006SLUT0000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","00015185720158260274",FALSE,"Encerrado","RI0066CU60000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 5ª Câmara de Direito Privado
","Comarca de Itápolis / Foro de Itápolis / 1ª Vara","
                            
                            
                                    503/2015
                            
                        ",NA,NA,"J.L. MÔNACO DA SILVA",NA," Direito Privado 1
","
                            Origem: Serviço de Processamento de Grupos/Câmaras / 5ª Câmara de Direito Privado.Remessa: 19/07/2021
                            Destino: Foro / Fórum de Itápolis.Recebimento: 19/07/2021 
                        ","10.000,00","3 / 0"
"68","00015891020128260486",FALSE,"Encerrado","RI001QDPH0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 4ª Câmara de Direito Privado
","Comarca de Quatá / Foro de Quatá / Vara Única","
                            
                            
                                    551/2012
                            
                        ",NA,NA,"CARLOS HENRIQUE MIGUEL TREVISAN","MAIA DA CUNHA"," Direito Privado 1
","
                            Origem: Serviço de Processamento de Recursos / SJ 3.1.7 - Serv. de Proces. Rec. aos Trib. Sup. Dir. Privado 1.Remessa: 26/04/2016
                            Destino: Foro / Fórum de Quatá.Recebimento: 26/04/2016 
                        ","311.000,00","2 / 0"
"69","00015891020128260486",TRUE,"Encerrado","RI006QGOZ0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 4ª Câmara de Direito Privado
","Comarca de Quatá / Foro de Quatá / Vara Única","
                            
                                
                                        486.01.2012.001589
                                
                                
                                    0001589-10.2012.8.26.0486, 486.01.2012.001589
                            
                        ",NA,NA,"MAURÍCIO CAMPOS DA SILVA VELHO",NA," Direito Privado 1
",NA,"311.000,00","1 / 0"
"70","00016206020138260012",FALSE,"Encerrado","RI005O5P90000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 1ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Distrital de Parelheiros / Vara","
                            
                            
                                    1740/2013
                            
                        ",NA,NA,"CHRISTINE SANTINI",NA," Direito Privado 1
","
                            Origem: Serviço de Processamento de Recursos / SJ 3.1.7 - Serv. de Proces. Rec. aos Trib. Sup. Dir. Privado 1.Remessa: 25/01/2022
                            Destino: Foro / Fórum Distrital de Parelheiros.Recebimento: 25/01/2022 
                        ","2.074.680,00","13 / 0"
